sku,data,realized,is_imputed,lgbm_fitted,cb_fitted,lgbm_forecast,cb_forecast
123,2024-02-15,21.0,False,17.43495992000189,17.681469565123358,,
123,2024-02-16,21.0,False,20.622551797099383,20.985907076568402,,
123,2024-02-17,26.0,False,27.111897241510416,28.321493834999792,,
123,2024-02-18,24.0,False,15.589029292393421,16.484406432905313,,
123,2024-02-19,17.0,False,16.9551574473306,17.74017514969421,,
123,2024-02-20,15.0,False,16.661186593208544,17.120883126261724,,
123,2024-02-21,23.0,False,16.854512000612523,17.47826294942645,,
123,2024-02-22,21.0,False,20.427581529821687,21.234107750340492,,
123,2024-02-23,17.0,False,22.055328137821917,22.012105039708924,,
123,2024-02-24,27.0,False,29.03322989780397,27.20043059188069,,
123,2024-02-25,12.0,False,17.223822754501484,17.463201152239414,,
123,2024-02-26,11.0,False,16.00508800904739,15.230221426431712,,
123,2024-02-27,11.0,False,15.42502108085171,15.496341477039875,,
123,2024-02-28,18.0,False,17.03276952236496,16.25852946359904,,
123,2024-02-29,26.0,False,17.070583261407005,17.914181090833186,,
123,2024-03-01,25.0,False,21.399067849921604,21.922299477486387,,
123,2024-03-02,33.0,False,35.58021284650066,33.97250444356615,,
123,2024-03-03,21.0,False,17.54530307123504,17.73344009820592,,
123,2024-03-04,13.0,False,17.16379593691912,17.12891254927982,,
123,2024-03-05,19.0,False,16.702211675079013,16.52660492314181,,
123,2024-03-06,22.0,False,19.304376393109624,20.31306184409425,,
123,2024-03-07,17.0,False,21.35408806688227,22.33401162622187,,
123,2024-03-08,24.0,False,20.760441954318914,20.362227965113973,,
123,2024-03-09,36.0,False,36.75877379840262,36.735017217429714,,
123,2024-03-10,17.0,False,19.352995205793782,20.295437285185603,,
123,2024-03-11,17.0,False,16.840466432807972,16.82577599462289,,
123,2024-03-12,21.0,False,17.91662728672906,18.480957272233695,,
123,2024-03-13,17.0,False,20.079242125223313,20.9816443163712,,
123,2024-03-14,23.0,False,18.67002758148673,18.90272096091723,,
123,2024-03-15,16.0,False,23.40048218308527,24.314487568352405,,
123,2024-03-16,20.0,False,33.58298582660216,32.71707831877073,,
123,2024-03-17,14.0,False,16.17316934426801,15.417522743043785,,
123,2024-03-18,10.0,False,15.79248704086459,15.452862738884498,,
123,2024-03-19,15.0,False,14.962809115590405,15.331531352586984,,
123,2024-03-20,0.0,True,0.0094490919180801,1.7058220431691478,,
123,2024-03-21,19.0,False,16.320029223871778,15.001934734082797,,
123,2024-03-22,23.0,False,17.383837767008607,18.282701288901865,,
123,2024-03-23,16.0,False,29.807968518607808,29.374389187741187,,
123,2024-03-24,14.0,False,14.12117627899022,13.480125716992278,,
123,2024-03-25,16.0,False,13.897816125513941,13.679560298427361,,
123,2024-03-26,15.0,False,14.626829333365313,14.453179996566634,,
123,2024-03-27,18.0,False,15.024264512005068,14.997409248530989,,
123,2024-03-28,15.0,False,17.076100559000533,17.51579107143112,,
123,2024-03-29,0.0,True,0.024353803668762646,2.598307444911983,,
123,2024-03-30,31.0,False,19.78802040927303,21.63934874539283,,
123,2024-03-31,0.0,True,1.323717629695294,1.2475497504577273,,
123,2024-04-01,11.0,False,13.587750142763129,13.336042048698205,,
123,2024-04-02,18.0,False,13.515944524362222,13.262944461541156,,
123,2024-04-03,21.0,False,15.90897942340156,16.192545756941893,,
123,2024-04-04,20.0,False,17.497725296525417,17.29790613479017,,
123,2024-04-05,33.0,False,21.148321549690678,19.69230432263123,,
123,2024-04-06,28.0,False,46.4332100936842,39.32421394762888,,
123,2024-04-07,16.0,False,16.941795866099387,16.270327909581795,,
123,2024-04-08,16.0,False,17.076322146463554,16.465689037612247,,
123,2024-04-09,,,,,17.076322146463554,16.465689037612247
123,2024-04-10,,,,,17.076322146463554,16.465689037612247
123,2024-04-11,,,,,17.076322146463554,16.465689037612247
123,2024-04-12,,,,,17.076322146463554,16.465689037612247
123,2024-04-13,,,,,17.076322146463554,16.465689037612247
123,2024-04-14,,,,,17.076322146463554,16.465689037612247
123,2024-04-15,,,,,17.076322146463554,16.465689037612247
