sku,data,realized,is_imputed,lgbm_fitted,cb_fitted,lgbm_forecast,cb_forecast
12,2024-01-14,40.0,False,20.900546970506838,17.867582959676643,,
12,2024-01-15,39.0,False,39.7772457283102,34.82824182549358,,
12,2024-01-16,31.0,False,39.642977810194495,35.20585621356443,,
12,2024-01-17,36.0,False,33.51318856768445,33.22165773421423,,
12,2024-01-18,39.0,False,36.807672532654294,34.481254356395,,
12,2024-01-19,29.0,False,38.931299144271,37.45754658405423,,
12,2024-01-20,50.0,False,48.8145734429937,49.61720132891463,,
12,2024-01-21,24.0,False,30.307575225620973,31.258542199242186,,
12,2024-01-22,20.0,False,28.40457478441173,27.38608622991481,,
12,2024-01-23,32.0,False,26.266632013120194,26.90043342639097,,
12,2024-01-24,30.0,False,30.463871620750055,32.30470833254759,,
12,2024-01-25,23.0,False,30.649063520544594,32.31528799247888,,
12,2024-01-26,44.0,False,28.36116245044669,29.963363585985007,,
12,2024-01-27,47.0,False,56.85616704443975,58.03816760693704,,
12,2024-01-28,25.0,False,26.64680687806162,27.729083653141597,,
12,2024-01-29,23.0,False,25.373015459841003,25.483697859133958,,
12,2024-01-30,31.0,False,25.33369851937415,27.147101203056216,,
12,2024-01-31,27.0,False,28.94061100588,31.567422154017194,,
12,2024-02-01,27.0,False,28.962693906854092,29.4394302769157,,
12,2024-02-02,34.0,False,31.577495263839857,31.720598514197953,,
12,2024-02-03,43.0,False,47.69251801499237,50.117904355921134,,
12,2024-02-04,26.0,False,24.35145045843705,26.056840233714276,,
12,2024-02-05,28.0,False,23.476969987914437,24.023246118370622,,
12,2024-02-06,32.0,False,25.462219567485626,26.43596864538797,,
12,2024-02-07,47.0,False,29.749196913581752,30.248007373747434,,
12,2024-02-08,23.0,False,37.37573784345017,36.95822872316867,,
12,2024-02-09,45.0,False,31.280825963434356,31.22624610186451,,
12,2024-02-10,39.0,False,57.37434293763274,57.04118736220971,,
12,2024-02-11,23.0,False,28.028020032207717,27.5015763601765,,
12,2024-02-12,26.0,False,26.269402202358584,26.127439800584117,,
12,2024-02-13,30.0,False,26.956416971803467,27.160540959876933,,
12,2024-02-14,24.0,False,29.77364236199718,31.817772933527397,,
12,2024-02-15,29.0,False,26.347264249615776,28.192422052562023,,
12,2024-02-16,35.0,False,32.09271361948694,31.798919832109153,,
12,2024-02-17,47.0,False,46.76238197730411,51.169552501399906,,
12,2024-02-18,24.0,False,26.06833528127865,27.128498079520355,,
12,2024-02-19,33.0,False,23.962589852739338,24.701212571324437,,
12,2024-02-20,29.0,False,25.752988243772553,28.402637295419126,,
12,2024-02-21,29.0,False,28.713993260458956,29.17943849217133,,
12,2024-02-22,30.0,False,30.51974328139501,29.631130819745827,,
12,2024-02-23,33.0,False,32.008942293290886,33.62210328550149,,
